Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Experimental Condition [Cell Cycle Stage],Experimental Condition [Marker],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Assay Description],Comment [Image Description],Comment [Image File Path],Comment [Image File Type],Channels
C127_H4K5ac,EM16-12-A_C127_S8_1514_H4K5ac-594_Sytox_G1_02_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K5ac,ENSMUSG00000096010,Hist4h4,H4K5ac IF image in C127 cells in G1,3D SIM OMX V3 H4K5ac IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K5ac,EM16-12-A_C127_S8_1514_H4K5ac-594_Sytox_G1_03_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K5ac,ENSMUSG00000096010,Hist4h4,H4K5ac IF image in C127 cells in G1,3D SIM OMX V3 H4K5ac IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K5ac,EM16-12-A_C127_S8_1514_H4K5ac-594_Sytox_G1_04_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K5ac,ENSMUSG00000096010,Hist4h4,H4K5ac IF image in C127 cells in G1,3D SIM OMX V3 H4K5ac IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K5ac,EM16-12-A_C127_S8_1514_H4K5ac-594_Sytox_G1_05_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K5ac,ENSMUSG00000096010,Hist4h4,H4K5ac IF image in C127 cells in G1,3D SIM OMX V3 H4K5ac IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K5ac,EM16-12-A_C127_S8_1514_H4K5ac-594_Sytox_G1_06_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K5ac,ENSMUSG00000096010,Hist4h4,H4K5ac IF image in C127 cells in G1,3D SIM OMX V3 H4K5ac IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K5ac,EM16-12-A_C127_S8_1514_H4K5ac-594_Sytox_G1_07_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K5ac,ENSMUSG00000096010,Hist4h4,H4K5ac IF image in C127 cells in G1,3D SIM OMX V3 H4K5ac IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K5ac,EM16-12-A_C127_S8_1514_H4K5ac-594_Sytox_G1_08_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K5ac,ENSMUSG00000096010,Hist4h4,H4K5ac IF image in C127 cells in G1,3D SIM OMX V3 H4K5ac IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K5ac,EM16-12-A_C127_S8_1514_H4K5ac-594_Sytox_G1_09_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K5ac,ENSMUSG00000096010,Hist4h4,H4K5ac IF image in C127 cells in G1,3D SIM OMX V3 H4K5ac IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K5ac,EM16-12-A_C127_S8_1514_H4K5ac-594_Sytox_G1_10_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K5ac,ENSMUSG00000096010,Hist4h4,H4K5ac IF image in C127 cells in G1,3D SIM OMX V3 H4K5ac IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H3K36me2,EM16-12-A_C127_S9_1514_H3K36me2-594_Sytox_G1_01_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H3K36me2,ENSMUSG00000060743,H3f3a,H3K36me2 IF image in C127 cells in G1,3D SIM OMX V3 H3K36me2 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H3K36me2,EM16-12-A_C127_S9_1514_H3K36me2-594_Sytox_G1_02_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H3K36me2,ENSMUSG00000060743,H3f3a,H3K36me2 IF image in C127 cells in G1,3D SIM OMX V3 H3K36me2 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H3K36me2,EM16-12-A_C127_S9_1514_H3K36me2-594_Sytox_G1_03_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H3K36me2,ENSMUSG00000060743,H3f3a,H3K36me2 IF image in C127 cells in G1,3D SIM OMX V3 H3K36me2 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H3K36me2,EM16-12-A_C127_S9_1514_H3K36me2-594_Sytox_G1_04_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H3K36me2,ENSMUSG00000060743,H3f3a,H3K36me2 IF image in C127 cells in G1,3D SIM OMX V3 H3K36me2 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H3K36me2,EM16-12-A_C127_S9_1514_H3K36me2-594_Sytox_G1_05_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H3K36me2,ENSMUSG00000060743,H3f3a,H3K36me2 IF image in C127 cells in G1,3D SIM OMX V3 H3K36me2 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H3K36me2,EM16-12-A_C127_S9_1514_H3K36me2-594_Sytox_G1_06_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H3K36me2,ENSMUSG00000060743,H3f3a,H3K36me2 IF image in C127 cells in G1,3D SIM OMX V3 H3K36me2 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H3K36me2,EM16-12-A_C127_S9_1514_H3K36me2-594_Sytox_G1_07_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H3K36me2,ENSMUSG00000060743,H3f3a,H3K36me2 IF image in C127 cells in G1,3D SIM OMX V3 H3K36me2 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H3K36me2,EM16-12-A_C127_S9_1514_H3K36me2-594_Sytox_G1_08_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H3K36me2,ENSMUSG00000060743,H3f3a,H3K36me2 IF image in C127 cells in G1,3D SIM OMX V3 H3K36me2 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H3K36me2,EM16-12-A_C127_S9_1514_H3K36me2-594_Sytox_G1_09_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H3K36me2,ENSMUSG00000060743,H3f3a,H3K36me2 IF image in C127 cells in G1,3D SIM OMX V3 H3K36me2 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H3K36me2,EM16-12-A_C127_S9_1514_H3K36me2-594_Sytox_G1_10_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H3K36me2,ENSMUSG00000060743,H3f3a,H3K36me2 IF image in C127 cells in G1,3D SIM OMX V3 H3K36me2 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K20me1,EM16-12-D_C127_S11_1514_H4K20me1-594_Sytox_G1_01_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K20me1,ENSMUSG00000096010,Hist4h4,H4K20me1 IF image in C127 cells in G1,3D SIM OMX V3 H4K20me1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K20me1,EM16-12-D_C127_S11_1514_H4K20me1-594_Sytox_G1_02_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K20me1,ENSMUSG00000096010,Hist4h4,H4K20me1 IF image in C127 cells in G1,3D SIM OMX V3 H4K20me1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K20me1,EM16-12-D_C127_S11_1514_H4K20me1-594_Sytox_G1_03_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K20me1,ENSMUSG00000096010,Hist4h4,H4K20me1 IF image in C127 cells in G1,3D SIM OMX V3 H4K20me1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K20me1,EM16-12-D_C127_S11_1514_H4K20me1-594_Sytox_G1_04_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K20me1,ENSMUSG00000096010,Hist4h4,H4K20me1 IF image in C127 cells in G1,3D SIM OMX V3 H4K20me1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K20me1,EM16-12-D_C127_S11_1514_H4K20me1-594_Sytox_G1_05_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K20me1,ENSMUSG00000096010,Hist4h4,H4K20me1 IF image in C127 cells in G1,3D SIM OMX V3 H4K20me1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K20me1,EM16-12-D_C127_S11_1514_H4K20me1-594_Sytox_G1_06_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K20me1,ENSMUSG00000096010,Hist4h4,H4K20me1 IF image in C127 cells in G1,3D SIM OMX V3 H4K20me1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K20me1,EM16-12-D_C127_S11_1514_H4K20me1-594_Sytox_G1_07_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K20me1,ENSMUSG00000096010,Hist4h4,H4K20me1 IF image in C127 cells in G1,3D SIM OMX V3 H4K20me1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K20me1,EM16-12-D_C127_S11_1514_H4K20me1-594_Sytox_G1_08_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K20me1,ENSMUSG00000096010,Hist4h4,H4K20me1 IF image in C127 cells in G1,3D SIM OMX V3 H4K20me1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K20me1,EM16-12-D_C127_S11_1514_H4K20me1-594_Sytox_G1_09_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K20me1,ENSMUSG00000096010,Hist4h4,H4K20me1 IF image in C127 cells in G1,3D SIM OMX V3 H4K20me1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K20me1,EM16-12-D_C127_S11_1514_H4K20me1-594_Sytox_G1_10_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K20me1,ENSMUSG00000096010,Hist4h4,H4K20me1 IF image in C127 cells in G1,3D SIM OMX V3 H4K20me1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Smc3,EM16-12-D_C127_S16_1514_Smc3-594_Sytox_G1_01_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Smc3,ENSMUSG00000108055,SMC3,Smc3 IF image in C127 cells in G1,3D SIM OMX V3 Smc3 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Smc3,EM16-12-D_C127_S16_1514_Smc3-594_Sytox_G1_02_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Smc3,ENSMUSG00000108055,SMC3,Smc3 IF image in C127 cells in G1,3D SIM OMX V3 Smc3 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Smc3,EM16-12-D_C127_S16_1514_Smc3-594_Sytox_G1_03_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Smc3,ENSMUSG00000108055,SMC3,Smc3 IF image in C127 cells in G1,3D SIM OMX V3 Smc3 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Smc3,EM16-12-D_C127_S16_1514_Smc3-594_Sytox_G1_04_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Smc3,ENSMUSG00000108055,SMC3,Smc3 IF image in C127 cells in G1,3D SIM OMX V3 Smc3 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Smc3,EM16-12-D_C127_S16_1514_Smc3-594_Sytox_G1_05_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Smc3,ENSMUSG00000108055,SMC3,Smc3 IF image in C127 cells in G1,3D SIM OMX V3 Smc3 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Smc3,EM16-12-D_C127_S16_1514_Smc3-594_Sytox_G1_06_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Smc3,ENSMUSG00000108055,SMC3,Smc3 IF image in C127 cells in G1,3D SIM OMX V3 Smc3 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Smc3,EM16-12-D_C127_S16_1514_Smc3-594_Sytox_G1_07_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Smc3,ENSMUSG00000108055,SMC3,Smc3 IF image in C127 cells in G1,3D SIM OMX V3 Smc3 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Smc3,EM16-12-D_C127_S16_1514_Smc3-594_Sytox_G1_08_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Smc3,ENSMUSG00000108055,SMC3,Smc3 IF image in C127 cells in G1,3D SIM OMX V3 Smc3 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Smc3,EM16-12-D_C127_S16_1514_Smc3-594_Sytox_G1_09_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Smc3,ENSMUSG00000108055,SMC3,Smc3 IF image in C127 cells in G1,3D SIM OMX V3 Smc3 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Smc3,EM16-12-D_C127_S16_1514_Smc3-594_Sytox_G1_10_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Smc3,ENSMUSG00000108055,SMC3,Smc3 IF image in C127 cells in G1,3D SIM OMX V3 Smc3 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_30min-BrUTP,201804-27_G1_C127_30min-BrUTP-488_DAPI_514_01_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,30min-BrUTP,,,30min-BrUTP IF image in C127 cells in G1,3D SIM OMX V3 30min-BrUTP IF image in C127 cells in G1,C127-G1/30min-BrUTP,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_30min-BrUTP,201804-27_G1_C127_30min-BrUTP-488_DAPI_514_02_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,30min-BrUTP,,,30min-BrUTP IF image in C127 cells in G1,3D SIM OMX V3 30min-BrUTP IF image in C127 cells in G1,C127-G1/30min-BrUTP,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_30min-BrUTP,201804-27_G1_C127_30min-BrUTP-488_DAPI_514_03_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,30min-BrUTP,,,30min-BrUTP IF image in C127 cells in G1,3D SIM OMX V3 30min-BrUTP IF image in C127 cells in G1,C127-G1/30min-BrUTP,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_30min-BrUTP,201804-27_G1_C127_30min-BrUTP-488_DAPI_514_04_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,30min-BrUTP,,,30min-BrUTP IF image in C127 cells in G1,3D SIM OMX V3 30min-BrUTP IF image in C127 cells in G1,C127-G1/30min-BrUTP,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_30min-BrUTP,201804-27_G1_C127_30min-BrUTP-488_DAPI_514_05_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,30min-BrUTP,,,30min-BrUTP IF image in C127 cells in G1,3D SIM OMX V3 30min-BrUTP IF image in C127 cells in G1,C127-G1/30min-BrUTP,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_30min-BrUTP,201804-27_G1_C127_30min-BrUTP-488_DAPI_514_06_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,30min-BrUTP,,,30min-BrUTP IF image in C127 cells in G1,3D SIM OMX V3 30min-BrUTP IF image in C127 cells in G1,C127-G1/30min-BrUTP,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_30min-BrUTP,201804-27_G1_C127_30min-BrUTP-488_DAPI_514_07_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,30min-BrUTP,,,30min-BrUTP IF image in C127 cells in G1,3D SIM OMX V3 30min-BrUTP IF image in C127 cells in G1,C127-G1/30min-BrUTP,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_30min-BrUTP,201804-27_G1_C127_30min-BrUTP-488_DAPI_514_08_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,30min-BrUTP,,,30min-BrUTP IF image in C127 cells in G1,3D SIM OMX V3 30min-BrUTP IF image in C127 cells in G1,C127-G1/30min-BrUTP,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_30min-BrUTP,201804-27_G1_C127_30min-BrUTP-488_DAPI_514_09_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,30min-BrUTP,,,30min-BrUTP IF image in C127 cells in G1,3D SIM OMX V3 30min-BrUTP IF image in C127 cells in G1,C127-G1/30min-BrUTP,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_30min-BrUTP,201804-27_G1_C127_30min-BrUTP-488_DAPI_514_10_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,30min-BrUTP,,,30min-BrUTP IF image in C127 cells in G1,3D SIM OMX V3 30min-BrUTP IF image in C127 cells in G1,C127-G1/30min-BrUTP,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_30min-BrUTP,201804-27_G1_C127_30min-BrUTP-488_DAPI_514_11_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,30min-BrUTP,,,30min-BrUTP IF image in C127 cells in G1,3D SIM OMX V3 30min-BrUTP IF image in C127 cells in G1,C127-G1/30min-BrUTP,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_30min-BrUTP,201804-27_G1_C127_30min-BrUTP-488_DAPI_514_12_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,30min-BrUTP,,,30min-BrUTP IF image in C127 cells in G1,3D SIM OMX V3 30min-BrUTP IF image in C127 cells in G1,C127-G1/30min-BrUTP,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_30min-BrUTP,201804-27_G1_C127_30min-BrUTP-488_DAPI_514_13_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,30min-BrUTP,,,30min-BrUTP IF image in C127 cells in G1,3D SIM OMX V3 30min-BrUTP IF image in C127 cells in G1,C127-G1/30min-BrUTP,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_CTCF,201712-23_G1_C127_CTCF-488_DAPI_514_01_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,CTCF,ENSMUSG00000005698,CTCF,CTCF IF image in C127 cells in G1,3D SIM OMX V3 CTCF IF image in C127 cells in G1,C127-G1/CTCF,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_CTCF,201712-23_G1_C127_CTCF-488_DAPI_514_02_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,CTCF,ENSMUSG00000005698,CTCF,CTCF IF image in C127 cells in G1,3D SIM OMX V3 CTCF IF image in C127 cells in G1,C127-G1/CTCF,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_CTCF,201712-23_G1_C127_CTCF-488_DAPI_514_03_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,CTCF,ENSMUSG00000005698,CTCF,CTCF IF image in C127 cells in G1,3D SIM OMX V3 CTCF IF image in C127 cells in G1,C127-G1/CTCF,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_CTCF,201712-23_G1_C127_CTCF-488_DAPI_514_04_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,CTCF,ENSMUSG00000005698,CTCF,CTCF IF image in C127 cells in G1,3D SIM OMX V3 CTCF IF image in C127 cells in G1,C127-G1/CTCF,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_CTCF,201712-23_G1_C127_CTCF-488_DAPI_514_05_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,CTCF,ENSMUSG00000005698,CTCF,CTCF IF image in C127 cells in G1,3D SIM OMX V3 CTCF IF image in C127 cells in G1,C127-G1/CTCF,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_CTCF,201712-23_G1_C127_CTCF-488_DAPI_514_06_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,CTCF,ENSMUSG00000005698,CTCF,CTCF IF image in C127 cells in G1,3D SIM OMX V3 CTCF IF image in C127 cells in G1,C127-G1/CTCF,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_CTCF,201712-23_G1_C127_CTCF-488_DAPI_514_08_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,CTCF,ENSMUSG00000005698,CTCF,CTCF IF image in C127 cells in G1,3D SIM OMX V3 CTCF IF image in C127 cells in G1,C127-G1/CTCF,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_CTCF,201712-23_G1_C127_CTCF-488_DAPI_514_09_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,CTCF,ENSMUSG00000005698,CTCF,CTCF IF image in C127 cells in G1,3D SIM OMX V3 CTCF IF image in C127 cells in G1,C127-G1/CTCF,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_CTCF,201712-23_G1_C127_CTCF-488_DAPI_514_10_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,CTCF,ENSMUSG00000005698,CTCF,CTCF IF image in C127 cells in G1,3D SIM OMX V3 CTCF IF image in C127 cells in G1,C127-G1/CTCF,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_CTCF,201712-24_G1_C127_CTCF-488_DAPI_514_11_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,CTCF,ENSMUSG00000005698,CTCF,CTCF IF image in C127 cells in G1,3D SIM OMX V3 CTCF IF image in C127 cells in G1,C127-G1/CTCF,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_CTCF,201712-24_G1_C127_CTCF-488_DAPI_514_12_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,CTCF,ENSMUSG00000005698,CTCF,CTCF IF image in C127 cells in G1,3D SIM OMX V3 CTCF IF image in C127 cells in G1,C127-G1/CTCF,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_CTCF,201712-24_G1_C127_CTCF-488_DAPI_514_13_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,CTCF,ENSMUSG00000005698,CTCF,CTCF IF image in C127 cells in G1,3D SIM OMX V3 CTCF IF image in C127 cells in G1,C127-G1/CTCF,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
C127_CTCF,201712-24_G1_C127_CTCF-488_DAPI_514_14_FUS_SIR_ALN_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,CTCF,ENSMUSG00000005698,CTCF,CTCF IF image in C127 cells in G1,3D SIM OMX V3 CTCF IF image in C127 cells in G1,C127-G1/CTCF,"Raw, reconstructed, aligned","488: IF signal, 405: DAPI"
